EventType,TrafficMultiplier,ABTestGroup,SaleAmountEUR,BranchID
Valentine,4.7,Control,530.8605986,BR-001
Valentine,4.9,Control,1966.188539,BR-001
Valentine,2.5,Variation2,1363.114082,BR-001
BlackFriday,4.2,Control,1385.90747,BR-001
BlackFriday,2.6,Control,1666.975015,BR-001
Valentine,4.7,Control,1237.60724,BR-001
Normal,1,Control,1087.678734,BR-001
BlackFriday,1.7,Control,1347.19531,BR-001
BlackFriday,1.9,Control,1314.274227,BR-001
Normal,1,Control,433.5478433,BR-001
BlackFriday,2.6,Variation1,1578.770975,BR-001
Christmas,1.3,Control,1332.753782,BR-001
Christmas,4.2,Variation1,1208.035838,BR-001
Valentine,4.2,Control,1335.134566,BR-001
BlackFriday,1.4,Control,644.5493659,BR-001
Normal,1,Control,719.210317,BR-001
Valentine,1.2,Control,1198.918435,BR-001
Normal,1,Variation2,1448.707183,BR-001
Valentine,1.7,Variation1,153.7491678,BR-001
Valentine,3,Variation1,1002.291835,BR-001
Valentine,4.9,Control,1176.062325,BR-001
BlackFriday,4.3,Variation1,1356.439788,BR-001
Normal,1,Control,224.5939053,BR-001
Normal,1,Variation2,588.8751912,BR-001
Valentine,3.8,Control,823.0480377,BR-001
Valentine,3.8,Control,462.7575028,BR-001
Christmas,3.2,Control,1111.983755,BR-001
BlackFriday,3.5,Control,-536.3391857,BR-001
BlackFriday,2.6,Control,2431.931997,BR-001
Christmas,2.7,Variation2,3098.801786,BR-001
BlackFriday,2.5,Variation1,902.1228994,BR-001
BlackFriday,4.5,Control,2135.177386,BR-001
Valentine,2.9,Variation2,1180.069882,BR-001
BlackFriday,4,Variation1,793.1090376,BR-001
BlackFriday,4.3,Control,1440.440912,BR-001
BlackFriday,1.6,Control,613.7898797,BR-001
Christmas,4.2,Control,353.4976191,BR-001
Valentine,4.1,Control,564.8034087,BR-001
Normal,1,Control,3063.344836,BR-001
BlackFriday,2.6,Variation2,752.7300048,BR-001
Normal,1,Control,1128.838415,BR-001
BlackFriday,3.6,Control,2327.747372,BR-001
Christmas,2.8,Variation2,1177.658086,BR-001
Valentine,3.4,Control,1363.007474,BR-001
Valentine,2.3,Control,1091.916134,BR-001
Valentine,4.8,Control,1145.794505,BR-001
Christmas,1.8,Control,1291.21303,BR-001
Normal,1,Control,1074.30777,BR-001
Valentine,2.5,Control,1391.683797,BR-001
BlackFriday,3.7,Control,1107.681882,BR-001
Christmas,4,Variation1,1234.174795,BR-001
Normal,1,Control,690.2316599,BR-001
Normal,1,Control,1584.482032,BR-001
Valentine,2.8,Control,1859.445334,BR-001
BlackFriday,4,Control,2527.611712,BR-001
Normal,1,Control,2069.718996,BR-001
Normal,1,Variation1,855.463332,BR-001
Christmas,4.8,Control,1718.247134,BR-001
Christmas,2.4,Control,1309.397692,BR-001
Christmas,1.1,Control,1314.648582,BR-001
Christmas,2.4,Control,-30.37177763,BR-001
Christmas,4.5,Control,1612.889088,BR-001
BlackFriday,1.7,Control,718.4565471,BR-001
Normal,1,Control,1397.953294,BR-001
BlackFriday,2.3,Control,1400.080784,BR-001
Christmas,1.8,Control,894.8156567,BR-001
Valentine,4.8,Variation2,595.0775213,BR-001
BlackFriday,2.9,Variation2,1235.731379,BR-001
Normal,1,Variation1,493.14809,BR-001
BlackFriday,4.2,Variation1,1500.456178,BR-001
Normal,1,Control,365.9787463,BR-001
Valentine,1.5,Variation2,717.7951752,BR-001
Normal,1,Variation1,617.879675,BR-001
Valentine,3,Variation2,1790.853014,BR-001
Valentine,3.9,Variation2,-2510.27268,BR-001
Christmas,4.8,Variation2,1884.328539,BR-001
Valentine,1.7,Control,1944.813142,BR-001
BlackFriday,2.7,Control,795.8093655,BR-001
BlackFriday,1.5,Variation2,1442.55478,BR-001
BlackFriday,2.3,Variation2,729.5509583,BR-001
Normal,1,Control,919.6572255,BR-001
Valentine,2.4,Control,1404.419559,BR-001
Valentine,2.8,Control,1488.022392,BR-001
Christmas,1.1,Variation1,1128.937611,BR-001
BlackFriday,4.6,Control,1191.903744,BR-001
Valentine,3.4,Control,1533.28428,BR-001
Normal,1,Control,1746.993464,BR-001
Valentine,4.1,Control,979.5651158,BR-001
Normal,1,Variation1,2266.05459,BR-001
Christmas,2.5,Control,1709.736917,BR-001
Normal,1,Variation1,1295.685442,BR-001
Normal,1,Variation2,525.4468633,BR-001
Normal,1,Variation1,1441.285945,BR-001
Normal,1,Control,1660.794901,BR-001
BlackFriday,1.2,Variation1,423.3089028,BR-001
Normal,1,Variation2,776.3510502,BR-001
Valentine,2.9,Variation1,860.5822704,BR-001
Christmas,1.6,Variation1,-2004.183397,BR-001
Valentine,1.6,Variation2,625.2689129,BR-001
Christmas,2.6,Control,613.9518482,BR-001
Christmas,1.6,Control,291.6345377,BR-001
Valentine,2.1,Control,1240.10417,BR-001
Normal,1,Variation1,1221.539093,BR-001
BlackFriday,3.8,Control,-1346.649957,BR-001
Normal,1,Control,1460.46598,BR-001
BlackFriday,3.3,Control,834.0433589,BR-001
BlackFriday,1.7,Variation2,1581.311113,BR-001
BlackFriday,1.8,Variation1,530.6186282,BR-001
Normal,1,Control,917.9819954,BR-001
Normal,1,Variation2,433.1055431,BR-001
Normal,1,Variation1,1673.513876,BR-001
Normal,1,Control,173.2025265,BR-001
Normal,1,Variation2,1646.626077,BR-001
BlackFriday,2.5,Control,873.2171763,BR-001
Normal,1,Variation2,1992.668543,BR-001
Normal,1,Control,1440.821974,BR-001
BlackFriday,3.7,Variation2,371.1750223,BR-001
Normal,1,Control,1539.893884,BR-001
Christmas,4.8,Control,-2187.550993,BR-001
Normal,1,Variation2,1208.78445,BR-001
Normal,1,Variation1,712.7639392,BR-001
BlackFriday,4.9,Control,2185.014461,BR-001
Christmas,2.2,Control,170.4561358,BR-001
Valentine,2.7,Variation2,553.6908319,BR-001
Valentine,2.5,Control,1298.286249,BR-001
BlackFriday,3.9,Control,1500.11783,BR-001
Normal,1,Control,672.2025243,BR-001
Normal,1,Control,656.5370428,BR-001
Valentine,1.6,Control,-1093.811568,BR-001
Christmas,4,Control,500.0369398,BR-001
Normal,1,Variation2,529.3134859,BR-001
Valentine,3.9,Variation2,996.992452,BR-001
Normal,1,Control,1529.728265,BR-001
Normal,1,Control,382.966606,BR-001
BlackFriday,2.4,Control,1298.796374,BR-001
Normal,1,Control,723.6243402,BR-001
BlackFriday,2.4,Control,792.451355,BR-001
BlackFriday,4.9,Control,1298.439245,BR-001
BlackFriday,3.4,Control,1340.234708,BR-001
Christmas,2.2,Control,1470.982144,BR-001
Valentine,3.7,Control,1124.578496,BR-001
Christmas,4.3,Control,1726.725982,BR-001
Normal,1,Variation1,545.6560708,BR-001
Christmas,3.3,Control,1442.478066,BR-001
Valentine,4.4,Control,1610.236073,BR-001
Christmas,1.7,Variation1,153.4445184,BR-001
BlackFriday,3,Control,845.0164101,BR-001
Valentine,1.5,Variation2,1752.393494,BR-001
BlackFriday,1.1,Variation1,1371.380642,BR-001
Christmas,4.1,Variation1,1199.025578,BR-001
Valentine,1.4,Variation2,1750.750612,BR-001
Valentine,1.3,Variation1,563.2003727,BR-001
Valentine,1.2,Variation1,1058.57127,BR-001
Normal,1,Control,518.7623757,BR-001
Normal,1,Control,719.1189821,BR-001
Valentine,3.9,Variation2,1149.404204,BR-001
Christmas,3.4,Control,1142.507405,BR-001
BlackFriday,4.1,Variation1,1236.661284,BR-001
Christmas,1.6,Variation1,1151.580039,BR-001
Christmas,1.5,Control,1013.080464,BR-001
Normal,1,Control,1841.102489,BR-001
BlackFriday,3.2,Control,1587.821973,BR-001
Valentine,4,Control,1553.574224,BR-001
Christmas,1.8,Control,1762.555898,BR-001
Valentine,4.3,Control,705.3285263,BR-001
Christmas,3.9,Control,2146.230437,BR-001
Valentine,1.8,Variation2,1486.434719,BR-001
Christmas,3.5,Control,1950.793818,BR-001
BlackFriday,2.6,Control,1319.717642,BR-001
BlackFriday,3.5,Control,1265.245163,BR-001
Christmas,4.4,Control,143.2020122,BR-001
Valentine,3.5,Variation1,2039.254344,BR-001
Normal,1,Variation2,1460.719121,BR-001
Normal,1,Control,509.4889149,BR-001
Christmas,2,Control,949.7509189,BR-001
Valentine,4,Control,2179.596344,BR-001
Normal,1,Variation2,1129.006118,BR-001
BlackFriday,2.1,Variation1,1516.888155,BR-001
Normal,1,Control,1216.259828,BR-001
Valentine,4.1,Control,627.7399447,BR-001
BlackFriday,3,Control,1153.555762,BR-001
Valentine,2.8,Control,1300.615691,BR-001
Christmas,1.7,Variation2,467.2887668,BR-001
Christmas,2.9,Control,1509.196335,BR-001
Normal,1,Control,1550.505289,BR-001
Christmas,4.5,Control,1671.512851,BR-001
Christmas,3.3,Control,242.2282874,BR-001
BlackFriday,2.9,Control,771.6854087,BR-001
Normal,1,Control,1801.701896,BR-001
Christmas,1.9,Control,1397.062983,BR-001
Christmas,4,Control,1689.927359,BR-001
Christmas,3.1,Control,2255.265915,BR-001
BlackFriday,2.2,Variation1,1254.38689,BR-001
Normal,1,Control,1096.229009,BR-001
Normal,1,Variation1,1184.989984,BR-001
Normal,1,Control,964.1053683,BR-001
Normal,1,Variation2,963.2442609,BR-001
BlackFriday,3.7,Control,1411.323998,BR-001
Christmas,1.9,Control,420.2425508,BR-001
Christmas,2.9,Control,899.8093025,BR-001
Christmas,2,Control,1317.590069,BR-001
Valentine,3,Control,86.18531547,BR-001
Normal,1,Variation2,1003.804541,BR-001
Valentine,4.1,Variation2,305.14729,BR-001
Normal,1,Control,655.9707363,BR-001
Normal,1,Control,1439.901838,BR-001
BlackFriday,2,Variation2,1009.904369,BR-001
Valentine,3.4,Variation1,1935.23747,BR-001
BlackFriday,3.6,Control,1106.883253,BR-001
Normal,1,Variation2,1479.184599,BR-001
Normal,1,Control,655.983902,BR-001
Christmas,3.2,Variation2,1656.915483,BR-001
Christmas,2.9,Variation2,899.3210542,BR-001
Valentine,4.5,Control,64.58964662,BR-001
Valentine,1.7,Control,1295.889793,BR-001
Normal,1,Control,710.1671546,BR-001
Christmas,4.6,Control,2026.713787,BR-001
Normal,1,Control,1295.509075,BR-001
Christmas,4.4,Control,2020.95231,BR-001
BlackFriday,2,Control,977.7286917,BR-001
BlackFriday,3.4,Variation1,1849.91558,BR-001
Normal,1,Control,972.6613713,BR-001
Christmas,4.3,Control,2912.647875,BR-001
BlackFriday,3,Control,332.6274109,BR-001
Normal,1,Control,1333.30447,BR-001
BlackFriday,2.8,Control,2368.577893,BR-001
BlackFriday,1.9,Variation2,1544.938372,BR-001
Normal,1,Control,1437.467718,BR-001
Christmas,4.6,Control,-1021.754977,BR-001
BlackFriday,4.5,Control,2276.884959,BR-001
Normal,1,Control,1566.364097,BR-001
Christmas,1.7,Variation2,820.5805139,BR-001
BlackFriday,1.8,Control,1181.118284,BR-001
Valentine,3.3,Variation2,325.4971358,BR-001
Valentine,1.3,Control,1889.856682,BR-001
Normal,1,Variation1,625.8566163,BR-001
BlackFriday,4.2,Control,705.2359897,BR-001
Normal,1,Control,449.5102184,BR-001
Valentine,2.4,Control,579.2503431,BR-001
Normal,1,Control,128.515383,BR-001
Normal,1,Control,1078.698864,BR-001
BlackFriday,3.1,Variation1,1424.69252,BR-001
BlackFriday,2.7,Variation1,-1894.719319,BR-001
Normal,1,Variation2,613.3279624,BR-001
BlackFriday,4.9,Control,1640.080612,BR-001
Normal,1,Variation2,1219.763931,BR-001
BlackFriday,4.4,Control,1365.81933,BR-001
BlackFriday,4.2,Variation2,2277.819009,BR-001
BlackFriday,3.4,Variation1,793.7571661,BR-001
Christmas,2.4,Control,563.283403,BR-001
BlackFriday,1.4,Variation1,-775.0320051,BR-001
Normal,1,Control,1793.508199,BR-001
Christmas,1.3,Control,684.276355,BR-001
Valentine,1.8,Control,1766.668339,BR-001
Normal,1,Control,1328.290144,BR-001
Christmas,3.6,Variation2,466.4213577,BR-001
Normal,1,Control,736.6520298,BR-001
Valentine,3.4,Control,2586.298685,BR-001
Christmas,4.7,Variation1,517.9009147,BR-001
Christmas,1.3,Control,770.0512939,BR-001
BlackFriday,1.3,Control,989.7328182,BR-001
Normal,1,Variation1,495.2569753,BR-001
BlackFriday,1.7,Control,1210.312818,BR-001
BlackFriday,1.4,Control,1186.027869,BR-001
Valentine,2.5,Variation2,1444.274036,BR-001
Christmas,2.6,Variation2,1653.070583,BR-001
BlackFriday,3.9,Control,2143.413127,BR-001
BlackFriday,3.5,Control,3046.012755,BR-001
Normal,1,Control,1095.918622,BR-001
Normal,1,Control,505.7330241,BR-001
BlackFriday,1.4,Control,452.0793382,BR-001
Normal,1,Control,1657.781414,BR-001
Valentine,1.7,Control,1902.966849,BR-001
Normal,1,Control,1748.066156,BR-001
BlackFriday,2.1,Variation2,1770.298745,BR-001
Normal,1,Variation2,911.4994665,BR-001
Christmas,5,Variation2,-2348.534738,BR-001
Valentine,3.3,Control,1227.018547,BR-001
BlackFriday,4.3,Variation2,1158.984902,BR-001
Christmas,1.7,Variation2,934.4537871,BR-001
Normal,1,Control,1156.616706,BR-001
Valentine,2.2,Variation2,1222.916461,BR-001
Valentine,3.8,Variation1,827.9694278,BR-001
Valentine,3,Variation1,509.0864958,BR-001
Christmas,4.7,Control,1636.774902,BR-001
Christmas,4,Variation1,814.8811274,BR-001
Christmas,2.3,Control,2125.369401,BR-001
Christmas,4.5,Variation1,2114.106424,BR-001
Valentine,2.4,Control,1410.626681,BR-001
BlackFriday,3.1,Variation1,99.30138529,BR-001
BlackFriday,4.6,Variation2,1034.878563,BR-001
Valentine,1.9,Variation1,1072.993494,BR-001
BlackFriday,2.1,Control,1025.772307,BR-001
Valentine,1.4,Variation2,1113.768633,BR-001
BlackFriday,3,Control,1950.010326,BR-001
Normal,1,Control,1581.829515,BR-001
Christmas,1,Variation1,383.6148207,BR-001
Christmas,2.6,Control,154.5424286,BR-001
Christmas,4,Control,1951.439193,BR-001
BlackFriday,4.2,Variation2,1297.303347,BR-001
Christmas,1,Control,212.6509548,BR-001
Valentine,3.3,Variation1,1764.458689,BR-001
Christmas,1.5,Variation1,272.1344376,BR-001
Valentine,1.9,Control,589.0223107,BR-001
Valentine,2.9,Control,1393.435285,BR-001
BlackFriday,1,Control,1722.272676,BR-001
Valentine,4.5,Variation1,1023.035206,BR-001
Christmas,4.8,Variation1,1505.296698,BR-001
Normal,1,Control,634.634217,BR-001
Valentine,3.9,Variation2,2417.1883,BR-001
BlackFriday,3.6,Control,1326.812021,BR-001
Valentine,2.8,Control,2408.766413,BR-001
Valentine,4.8,Control,1664.637713,BR-001
BlackFriday,2.3,Variation1,1553.073196,BR-001
BlackFriday,2.2,Variation2,-1500.653044,BR-001
Normal,1,Variation1,1003.692442,BR-001
BlackFriday,3.4,Control,1429.715024,BR-001
BlackFriday,3.2,Control,2171.474992,BR-001
Christmas,3.9,Variation2,894.1068647,BR-001
Christmas,1.7,Control,312.2304563,BR-001
BlackFriday,4.2,Control,2356.509708,BR-001
Valentine,2.8,Variation2,1966.347686,BR-001
Normal,1,Control,1149.989118,BR-001
Normal,1,Control,912.513685,BR-001
Christmas,1.8,Control,1122.265705,BR-001
Valentine,4.5,Control,-2092.018109,BR-001
Christmas,1.7,Variation1,220.2764854,BR-001
Valentine,2,Control,1277.44747,BR-001
Normal,1,Variation2,1265.359652,BR-001
Christmas,4,Variation1,966.2396795,BR-001
Christmas,4.8,Control,339.5650426,BR-001
Christmas,3.8,Variation2,480.789794,BR-001
Valentine,1.3,Control,1719.424687,BR-001
Valentine,3.9,Control,1906.783491,BR-001
Normal,1,Control,381.6890575,BR-001
Christmas,2.9,Control,2064.642658,BR-001
Valentine,3.6,Control,501.8445186,BR-001
BlackFriday,2.8,Variation2,272.1209103,BR-001
Valentine,4.7,Control,2061.49784,BR-001
Christmas,4.6,Control,1553.103374,BR-001
Normal,1,Variation2,1475.202357,BR-001
Valentine,4.5,Variation1,1875.922727,BR-001
BlackFriday,4.4,Variation1,475.8530549,BR-001
BlackFriday,2.8,Variation1,475.94927,BR-001
Valentine,1.4,Variation2,-1789.243252,BR-001
BlackFriday,3.9,Control,2201.313533,BR-001
Christmas,1.8,Control,682.7339342,BR-001
Christmas,2.9,Control,670.3286552,BR-001
Normal,1,Control,1153.579535,BR-001
Christmas,3.7,Variation1,1044.817153,BR-001
Valentine,4.2,Control,1830.898348,BR-001
Normal,1,Control,131.785669,BR-001
Normal,1,Control,380.2427878,BR-001
BlackFriday,1.8,Variation2,142.4877559,BR-001
Normal,1,Control,876.1327214,BR-001
Normal,1,Control,178.6457554,BR-001
BlackFriday,3.9,Variation1,471.9326968,BR-001
Normal,1,Variation1,741.7177477,BR-001
Normal,1,Variation2,938.7908806,BR-001
Christmas,1.3,Control,1105.342303,BR-001
Valentine,2.7,Variation2,469.4327831,BR-001
Normal,1,Control,1552.701475,BR-001
BlackFriday,2.2,Control,1156.726506,BR-001
BlackFriday,2.6,Control,2130.482737,BR-001
BlackFriday,3.5,Control,2144.982923,BR-001
Normal,1,Control,589.210873,BR-001
Normal,1,Variation1,1425.167873,BR-001
Christmas,2.4,Control,1777.732293,BR-001
BlackFriday,4.9,Control,2385.096076,BR-001
BlackFriday,2,Control,1222.076501,BR-001
Normal,1,Control,2597.19693,BR-001
Valentine,2.7,Variation1,550.2478382,BR-001
Christmas,1.6,Control,1000.859569,BR-001
Valentine,4.3,Variation2,1448.646962,BR-001
Valentine,2.1,Variation2,159.946346,BR-001
BlackFriday,2.4,Variation2,256.2346528,BR-001
BlackFriday,2.8,Control,1978.403392,BR-001
Valentine,2.9,Variation1,543.0755054,BR-001
Normal,1,Control,926.9974634,BR-001
Normal,1,Control,513.9226328,BR-001
Christmas,4.8,Variation2,-2239.704086,BR-001
Normal,1,Variation1,1110.544395,BR-001
Normal,1,Variation1,1283.883871,BR-001
Christmas,4,Control,1350.623689,BR-001
Valentine,2.6,Control,1911.780877,BR-001
BlackFriday,1.3,Variation1,903.6932345,BR-001
Valentine,2.2,Control,972.5370407,BR-001
Normal,1,Control,772.6304462,BR-001
Christmas,3.5,Control,2569.284099,BR-001
Valentine,1.6,Variation1,2031.435382,BR-001
Normal,1,Control,517.1892691,BR-001
Normal,1,Variation2,1359.087429,BR-001
Christmas,4.8,Control,1065.532422,BR-001
Normal,1,Control,1055.395113,BR-001
BlackFriday,1.4,Variation2,331.6139807,BR-001
BlackFriday,2.1,Control,560.6887826,BR-001
Normal,1,Control,1253.60055,BR-001
Normal,1,Control,39.59914203,BR-001
BlackFriday,3.6,Control,1592.274885,BR-001
Christmas,1.6,Control,730.2641149,BR-001
Christmas,3.8,Control,1090.265956,BR-001
Valentine,2.8,Variation1,1250.077087,BR-001
Normal,1,Variation2,2040.213013,BR-001
Valentine,3.9,Variation1,2675.854996,BR-001
Christmas,2.1,Control,870.3636347,BR-001
Christmas,2.5,Control,1780.779848,BR-001
BlackFriday,4.4,Control,1129.389545,BR-001
BlackFriday,1.3,Variation2,1321.954331,BR-001
Normal,1,Variation1,838.4325236,BR-001
Normal,1,Control,2007.285242,BR-001
Valentine,2,Variation2,1748.849835,BR-001
Christmas,1.1,Control,1361.471961,BR-001
Valentine,3.4,Control,564.2251338,BR-001
Christmas,4.2,Variation2,2700.598861,BR-001
Normal,1,Variation1,481.0743188,BR-001
Normal,1,Control,2118.028055,BR-001
Normal,1,Variation2,665.1561582,BR-001
Christmas,3.1,Variation1,1432.537201,BR-001
BlackFriday,3.4,Control,-2330.103403,BR-001
Normal,1,Control,1617.346379,BR-001
Normal,1,Control,734.9332999,BR-001
Normal,1,Variation2,29.82335356,BR-001
Valentine,2.8,Control,554.8096571,BR-001
Valentine,4.5,Variation1,1130.686429,BR-001
Normal,1,Variation2,2014.800636,BR-001
BlackFriday,5,Control,1422.487435,BR-001
Christmas,3.9,Variation1,345.4624536,BR-001
Valentine,4.6,Control,699.3112977,BR-001
Normal,1,Control,656.8901906,BR-001
Valentine,4.6,Variation1,692.1721977,BR-001
Christmas,1.4,Variation2,1882.742928,BR-001
Normal,1,Variation2,1096.971441,BR-001
Christmas,2.4,Variation2,2813.31443,BR-001
Christmas,4.4,Control,2688.723808,BR-001
BlackFriday,3.6,Variation2,1374.509069,BR-001
Christmas,1,Control,-801.7749382,BR-001
Valentine,2.4,Control,1785.507703,BR-001
Christmas,4.1,Control,1728.650736,BR-001
Christmas,5,Control,766.6396816,BR-001
Valentine,3.3,Control,-1360.820768,BR-001
BlackFriday,1.3,Variation2,1499.770247,BR-001
Valentine,1.5,Control,972.836017,BR-001
BlackFriday,3.3,Control,1665.713144,BR-001
BlackFriday,3.3,Variation1,1480.305719,BR-001
Christmas,4.9,Variation2,2592.590846,BR-001
Valentine,1.4,Control,1357.868176,BR-001
BlackFriday,1.4,Variation1,850.3880438,BR-001
Valentine,2.3,Variation2,1918.550009,BR-001
Normal,1,Control,1360.526485,BR-001
Normal,1,Variation2,1139.214971,BR-001
Normal,1,Control,26.99591448,BR-001
Normal,1,Control,920.5301371,BR-001
Christmas,4.6,Control,2030.052632,BR-001
Valentine,3.2,Variation2,1862.938284,BR-001
Normal,1,Control,229.2359057,BR-001
Valentine,4.2,Variation2,2574.01322,BR-001
Normal,1,Control,582.8525475,BR-001
Valentine,2.6,Control,-1260.529085,BR-001
Valentine,2.5,Control,-870.0732703,BR-001
Normal,1,Control,1386.355614,BR-001
Normal,1,Variation2,797.5395758,BR-001
BlackFriday,3.4,Variation2,928.5187901,BR-001
Christmas,1.9,Control,105.0603048,BR-001
Christmas,1.4,Control,1050.961547,BR-001
Normal,1,Variation1,516.9569511,BR-001
Christmas,1.1,Control,978.1834913,BR-001
BlackFriday,1.6,Variation1,2380.427783,BR-001
Christmas,3.8,Variation2,-1381.911535,BR-001
BlackFriday,2.4,Variation2,1745.441556,BR-001
Valentine,1.1,Control,1073.34196,BR-001
BlackFriday,2.9,Control,1050.604292,BR-001
Normal,1,Control,692.8547838,BR-001
Christmas,1.3,Control,-1090.149177,BR-001
